code,count
741X20,14
890A32,14
486623,7
990410,6
9962,3
5451,3
381810,3
9960,2
990A,2
938A36,2
835X12,1
807510,1
807899,1
808511,1
815255,1
833922,1
86421B,1
836514,1
8526,1
862A16,1
785110,1
922211,1
935714,1
990543,1
991016,1
80051D,1
0041,1
776720,1
393012,1
0044,1
009530,1
009910,1
332411,1
3491,1
378A22,1
381811,1
389311,1
392912,1
395011,1
0042,1
403X22,1
403X23,1
4131,1
459812,1
461212,1
4673,1
469960,1
5413,1
546499,1
99B811,1
